dataset,best_f1_score,best_f1_score_iteration,average_iteration_time,average_black_box_time,average_optimizer_time,average_fetch_time,tta,average_tofino_model_time,average_tcam_rulegen_time
D4,0.68,3,128.06,84.94,43.12,0.07,1557,4.2438507080078125e-05,1.08
