name,f1_score,num_flows,num_partitions,dataset
cap,0.52,983040,1,D4
cap,0.5077675424320381,983040,2,D4
cap,0.38264707587296465,983040,3,D4
cap,0.393736017870182,983040,4,D4
cap,0.14565455127368676,786432,5,D4
cap,0.25249043580788727,786432,6,D4
cap,0.36274262952947306,786432,7,D4
