name,f1_score,num_flows,num_partitions,dataset
cap,0.56,393216,1,D1
cap,0.549849212625201,294912,2,D1
cap,0.5816115163460093,294912,3,D1
cap,0.5654616938196497,294912,4,D1
cap,0.5544601435656589,294912,5,D1
cap,0.467552642476264,294912,6,D1
cap,0.4261485577747278,393216,7,D1
