depth,features_per_partition,c1,c2,c3,c4,c5,c6,f1_score,num_flows,Timestamp
22,1,0.75,1.0,0.75,0.25,0.25,0.2,-0.1425266772510819,-786432.0,1733869772653
38,1,0.25,0.75,0.75,0.0,0.75,0.4,-0.08424712483662897,-786432.0,1733869772653
21,1,0.5,0.25,0.0,0.75,0.5,0.0,-0.15887651484761986,-786432.0,1733869772653
11,1,1.0,0.25,0.0,0.25,1.0,0.4,-0.12226627285093687,-786432.0,1733869772653
50,1,0.5,0.75,0.5,0.0,0.0,0.0,-0.1910306624484475,-786432.0,1733869772653
45,1,0.0,0.5,0.25,0.5,0.25,0.4,-0.23874406151055674,-786432.0,1733869772653
14,1,0.75,0.0,0.75,0.5,1.0,0.8,-0.1743305495713031,-786432.0,1733869772653
49,1,0.5,0.5,0.0,0.0,1.0,0.4,-0.20223244914869043,-786432.0,1733869772653
8,1,0.75,0.25,0.0,0.0,0.25,0.6,-0.12063811019363374,-786432.0,1733869772653
19,1,0.5,0.75,0.0,1.0,0.25,0.4,-0.1797902318638724,-786432.0,1733869772653
5,1,1.0,1.0,0.5,0.5,1.0,0.2,-0.08582482516163165,-786432.0,1733869772653
42,1,0.5,0.0,0.5,0.75,0.5,0.4,-0.1643399133517507,-786432.0,1733869772653
21,1,0.5,0.25,0.5,0.25,0.5,0.4,-0.13037943984861353,-786432.0,1733869772653
8,1,0.75,0.75,0.25,0.75,1.0,0.6,-0.07203166300061593,-786432.0,1733869772653
8,1,0.25,0.75,0.75,0.25,0.0,0.0,-0.0374614723231784,-983040.0,1733869772653
38,1,1.0,0.25,1.0,1.0,0.5,0.4,-0.20045568000457484,-786432.0,1733869772653
15,1,1.0,0.0,0.25,1.0,0.75,0.6,-0.232162692273112,-786432.0,1733869772653
16,1,0.25,0.0,1.0,0.0,0.75,0.8,-0.15474958013739762,-786432.0,1733869772653
24,1,0.0,0.0,1.0,0.25,0.75,0.0,-0.18297933181043946,-786432.0,1733869772653
10,1,0.5,0.0,0.25,0.75,0.75,0.8,-0.09509358347241487,-786432.0,1733869772653
39,1,0.25,0.5,0.0,1.0,1.0,0.2,-0.0980142236917376,-786432.0,1733869772653
47,1,0.0,0.0,0.5,0.0,0.5,0.6,-0.17191308557381899,-983040.0,1733869772653
47,1,0.25,0.0,0.0,1.0,0.5,0.8,-0.1478330041560595,-786432.0,1733869772653
9,1,0.0,0.0,0.0,0.75,0.25,0.8,-0.1033478656915667,-786432.0,1733869772653
11,1,0.0,0.5,0.5,0.25,0.25,0.4,-0.20863980710737123,-786432.0,1733869772653
19,1,1.0,0.75,0.25,0.0,0.75,0.8,-0.21625039459387965,-786432.0,1733869772653
29,1,0.75,1.0,0.75,0.75,1.0,0.0,-0.17886749136427868,-786432.0,1733869772653
12,1,0.25,0.0,0.5,0.75,0.5,0.8,-0.1355828290655666,-786432.0,1733869772653
15,1,0.25,0.0,0.5,1.0,0.5,0.4,-0.15949567097276468,-786432.0,1733869772653
24,1,0.5,1.0,0.5,0.5,0.0,0.0,-0.1592966844945305,-786432.0,1733869772653
33,1,0.0,0.0,0.75,0.25,0.0,0.0,-0.1643006711066782,-786432.0,1733869772653
38,1,1.0,0.5,0.5,0.25,0.25,0.6,-0.21185976680713503,-786432.0,1733869772653
