name,ttd,cdf
netbeacon,0.86,0.15515515515515516
netbeacon,0.86,0.15615615615615616
netbeacon,0.87,0.15715715715715717
netbeacon,0.88,0.15815815815815815
netbeacon,0.89,0.15915915915915915
netbeacon,0.9,0.16016016016016016
netbeacon,0.9,0.16116116116116116
netbeacon,0.91,0.16216216216216217
netbeacon,0.91,0.16316316316316315
netbeacon,0.92,0.16416416416416416
netbeacon,0.92,0.16516516516516516
netbeacon,0.93,0.16616616616616617
netbeacon,0.93,0.16716716716716717
netbeacon,0.94,0.16816816816816815
netbeacon,0.97,0.16916916916916916
netbeacon,0.97,0.17017017017017017
netbeacon,0.97,0.17117117117117117
netbeacon,0.97,0.17217217217217218
netbeacon,0.98,0.17317317317317318
netbeacon,0.98,0.17417417417417416
netbeacon,0.98,0.17517517517517517
netbeacon,0.98,0.17617617617617617
netbeacon,0.99,0.17717717717717718
netbeacon,1.01,0.1781781781781782
netbeacon,1.01,0.17917917917917917
netbeacon,1.02,0.18018018018018017
netbeacon,1.02,0.18118118118118118
netbeacon,1.03,0.18218218218218218
netbeacon,1.04,0.1831831831831832
netbeacon,1.05,0.1841841841841842
netbeacon,1.06,0.18518518518518517
netbeacon,1.06,0.18618618618618618
netbeacon,1.07,0.1871871871871872
netbeacon,1.07,0.1881881881881882
netbeacon,1.08,0.1891891891891892
netbeacon,1.08,0.19019019019019018
netbeacon,1.09,0.19119119119119118
netbeacon,1.09,0.1921921921921922
netbeacon,1.1,0.1931931931931932
netbeacon,1.1,0.1941941941941942
netbeacon,1.11,0.19519519519519518
netbeacon,1.12,0.1961961961961962
netbeacon,1.14,0.1971971971971972
netbeacon,1.14,0.1981981981981982
netbeacon,1.14,0.1991991991991992
netbeacon,1.15,0.20020020020020018
netbeacon,1.16,0.2012012012012012
netbeacon,1.17,0.2022022022022022
netbeacon,1.17,0.2032032032032032
netbeacon,1.19,0.2042042042042042
netbeacon,1.19,0.20520520520520522
netbeacon,1.2,0.2062062062062062
netbeacon,1.21,0.2072072072072072
netbeacon,1.21,0.2082082082082082
netbeacon,1.24,0.2092092092092092
netbeacon,1.25,0.21021021021021022
netbeacon,1.25,0.2112112112112112
netbeacon,1.27,0.2122122122122122
netbeacon,1.28,0.2132132132132132
netbeacon,1.29,0.21421421421421422
netbeacon,1.29,0.21521521521521522
netbeacon,1.29,0.21621621621621623
netbeacon,1.31,0.2172172172172172
netbeacon,1.33,0.2182182182182182
netbeacon,1.33,0.21921921921921922
netbeacon,1.34,0.22022022022022023
netbeacon,1.34,0.22122122122122123
netbeacon,1.35,0.2222222222222222
netbeacon,1.36,0.22322322322322322
netbeacon,1.39,0.22422422422422422
netbeacon,1.43,0.22522522522522523
netbeacon,1.53,0.22622622622622623
netbeacon,1.6,0.2272272272272272
netbeacon,1.6,0.22822822822822822
netbeacon,1.65,0.22922922922922923
netbeacon,1.76,0.23023023023023023
netbeacon,1.81,0.23123123123123124
netbeacon,1.93,0.23223223223223222
netbeacon,2.01,0.23323323323323322
netbeacon,2.04,0.23423423423423423
netbeacon,2.05,0.23523523523523523
netbeacon,2.11,0.23623623623623624
netbeacon,2.14,0.23723723723723725
netbeacon,2.48,0.23823823823823823
netbeacon,2.61,0.23923923923923923
netbeacon,3.24,0.24024024024024024
netbeacon,3.3,0.24124124124124124
netbeacon,4.03,0.24224224224224225
netbeacon,4.17,0.24324324324324323
netbeacon,4.18,0.24424424424424424
netbeacon,4.27,0.24524524524524524
netbeacon,4.29,0.24624624624624625
netbeacon,4.39,0.24724724724724725
netbeacon,4.66,0.24824824824824826
netbeacon,4.71,0.24924924924924924
netbeacon,4.87,0.2502502502502503
netbeacon,4.96,0.25125125125125125
netbeacon,5.11,0.25225225225225223
netbeacon,5.12,0.25325325325325326
netbeacon,5.21,0.25425425425425424
netbeacon,5.28,0.2552552552552553
netbeacon,5.29,0.25625625625625625
netbeacon,5.35,0.25725725725725723
netbeacon,5.76,0.25825825825825827
netbeacon,5.78,0.25925925925925924
netbeacon,5.97,0.2602602602602603
netbeacon,6.07,0.26126126126126126
netbeacon,6.09,0.26226226226226224
netbeacon,6.17,0.26326326326326327
netbeacon,6.38,0.26426426426426425
netbeacon,6.44,0.2652652652652653
netbeacon,6.45,0.26626626626626626
netbeacon,6.57,0.26726726726726724
netbeacon,6.8,0.2682682682682683
netbeacon,6.9,0.26926926926926925
netbeacon,6.93,0.2702702702702703
netbeacon,7.02,0.27127127127127126
netbeacon,7.2,0.27227227227227224
netbeacon,7.2,0.2732732732732733
netbeacon,7.29,0.27427427427427425
netbeacon,7.31,0.2752752752752753
netbeacon,7.35,0.27627627627627627
netbeacon,7.53,0.2772772772772773
netbeacon,7.66,0.2782782782782783
netbeacon,7.78,0.27927927927927926
netbeacon,7.84,0.2802802802802803
netbeacon,7.99,0.28128128128128127
netbeacon,8.01,0.2822822822822823
netbeacon,8.05,0.2832832832832833
netbeacon,8.66,0.28428428428428426
netbeacon,8.72,0.2852852852852853
netbeacon,8.99,0.2862862862862863
netbeacon,9.13,0.2872872872872873
netbeacon,9.24,0.2882882882882883
netbeacon,9.91,0.28928928928928926
netbeacon,9.99,0.2902902902902903
netbeacon,10.16,0.2912912912912913
netbeacon,10.38,0.2922922922922923
netbeacon,10.96,0.2932932932932933
netbeacon,11.0,0.29429429429429427
netbeacon,11.04,0.2952952952952953
netbeacon,11.23,0.2962962962962963
netbeacon,11.38,0.2972972972972973
netbeacon,11.51,0.2982982982982983
netbeacon,11.66,0.29929929929929927
netbeacon,12.03,0.3003003003003003
netbeacon,12.45,0.3013013013013013
netbeacon,12.77,0.3023023023023023
netbeacon,12.77,0.3033033033033033
netbeacon,12.99,0.30430430430430433
netbeacon,13.0,0.3053053053053053
netbeacon,13.19,0.3063063063063063
netbeacon,13.66,0.3073073073073073
netbeacon,13.67,0.3083083083083083
netbeacon,13.88,0.30930930930930933
netbeacon,14.47,0.3103103103103103
netbeacon,16.07,0.3113113113113113
netbeacon,16.37,0.3123123123123123
netbeacon,16.57,0.3133133133133133
netbeacon,16.97,0.31431431431431434
netbeacon,17.14,0.3153153153153153
netbeacon,17.17,0.3163163163163163
netbeacon,17.25,0.3173173173173173
netbeacon,17.71,0.3183183183183183
netbeacon,17.75,0.31931931931931934
netbeacon,17.86,0.3203203203203203
netbeacon,17.88,0.3213213213213213
netbeacon,18.29,0.32232232232232233
netbeacon,18.44,0.3233233233233233
netbeacon,19.0,0.32432432432432434
netbeacon,19.81,0.3253253253253253
netbeacon,20.06,0.3263263263263263
netbeacon,20.1,0.32732732732732733
netbeacon,20.11,0.3283283283283283
netbeacon,20.18,0.32932932932932935
netbeacon,20.32,0.3303303303303303
netbeacon,20.32,0.3313313313313313
netbeacon,20.36,0.33233233233233234
netbeacon,20.55,0.3333333333333333
netbeacon,20.8,0.33433433433433435
netbeacon,21.05,0.3353353353353353
netbeacon,22.02,0.3363363363363363
netbeacon,22.55,0.33733733733733734
netbeacon,22.64,0.3383383383383383
netbeacon,22.99,0.33933933933933935
netbeacon,23.3,0.34034034034034033
netbeacon,23.52,0.34134134134134136
netbeacon,23.72,0.34234234234234234
netbeacon,23.79,0.3433433433433433
netbeacon,24.14,0.34434434434434436
netbeacon,24.28,0.34534534534534533
netbeacon,24.31,0.34634634634634637
netbeacon,24.77,0.34734734734734735
netbeacon,25.83,0.3483483483483483
netbeacon,26.07,0.34934934934934936
netbeacon,26.1,0.35035035035035034
netbeacon,26.37,0.35135135135135137
netbeacon,26.65,0.35235235235235235
netbeacon,26.73,0.3533533533533533
netbeacon,27.38,0.35435435435435436
netbeacon,28.39,0.35535535535535534
netbeacon,28.44,0.3563563563563564
netbeacon,28.74,0.35735735735735735
netbeacon,29.35,0.35835835835835833
netbeacon,29.48,0.35935935935935936
netbeacon,29.99,0.36036036036036034
netbeacon,30.23,0.3613613613613614
netbeacon,30.35,0.36236236236236236
netbeacon,31.16,0.36336336336336333
netbeacon,31.34,0.36436436436436437
netbeacon,31.35,0.36536536536536535
netbeacon,31.71,0.3663663663663664
netbeacon,32.73,0.36736736736736736
netbeacon,36.0,0.3683683683683684
netbeacon,36.5,0.36936936936936937
netbeacon,36.78,0.37037037037037035
netbeacon,37.11,0.3713713713713714
netbeacon,37.73,0.37237237237237236
netbeacon,38.15,0.3733733733733734
netbeacon,39.38,0.3743743743743744
netbeacon,41.07,0.37537537537537535
netbeacon,42.01,0.3763763763763764
netbeacon,42.41,0.37737737737737737
netbeacon,42.61,0.3783783783783784
netbeacon,42.64,0.3793793793793794
netbeacon,43.73,0.38038038038038036
netbeacon,45.15,0.3813813813813814
netbeacon,46.32,0.38238238238238237
netbeacon,51.38,0.3833833833833834
netbeacon,54.06,0.3843843843843844
netbeacon,55.2,0.38538538538538536
netbeacon,55.41,0.3863863863863864
netbeacon,56.4,0.38738738738738737
netbeacon,56.55,0.3883883883883884
netbeacon,56.95,0.3893893893893894
netbeacon,58.86,0.39039039039039036
netbeacon,60.12,0.3913913913913914
netbeacon,60.4,0.3923923923923924
netbeacon,62.43,0.3933933933933934
netbeacon,62.48,0.3943943943943944
netbeacon,62.64,0.39539539539539537
netbeacon,63.5,0.3963963963963964
netbeacon,63.55,0.3973973973973974
netbeacon,67.2,0.3983983983983984
netbeacon,67.79,0.3993993993993994
netbeacon,67.91,0.40040040040040037
netbeacon,68.12,0.4014014014014014
netbeacon,68.37,0.4024024024024024
netbeacon,69.15,0.4034034034034034
netbeacon,69.62,0.4044044044044044
netbeacon,70.61,0.40540540540540543
netbeacon,71.69,0.4064064064064064
netbeacon,72.06,0.4074074074074074
netbeacon,72.4,0.4084084084084084
netbeacon,74.28,0.4094094094094094
netbeacon,74.31,0.41041041041041043
netbeacon,75.51,0.4114114114114114
netbeacon,76.09,0.4124124124124124
netbeacon,76.87,0.4134134134134134
netbeacon,79.06,0.4144144144144144
netbeacon,79.87,0.41541541541541543
netbeacon,79.97,0.4164164164164164
netbeacon,80.19,0.4174174174174174
netbeacon,80.21,0.4184184184184184
netbeacon,80.51,0.4194194194194194
netbeacon,81.55,0.42042042042042044
netbeacon,81.92,0.4214214214214214
netbeacon,83.18,0.4224224224224224
netbeacon,83.47,0.42342342342342343
netbeacon,83.89,0.4244244244244244
netbeacon,83.98,0.42542542542542544
netbeacon,84.04,0.4264264264264264
netbeacon,84.64,0.4274274274274274
netbeacon,85.33,0.42842842842842843
netbeacon,87.72,0.4294294294294294
netbeacon,88.34,0.43043043043043044
netbeacon,89.68,0.4314314314314314
netbeacon,93.03,0.43243243243243246
netbeacon,93.04,0.43343343343343343
netbeacon,93.12,0.4344344344344344
netbeacon,93.34,0.43543543543543545
netbeacon,93.74,0.4364364364364364
netbeacon,94.45,0.43743743743743746
netbeacon,95.55,0.43843843843843844
netbeacon,96.82,0.4394394394394394
netbeacon,97.73,0.44044044044044045
netbeacon,99.26,0.44144144144144143
netbeacon,99.54,0.44244244244244246
netbeacon,100.3,0.44344344344344344
netbeacon,105.46,0.4444444444444444
netbeacon,106.56,0.44544544544544545
netbeacon,107.11,0.44644644644644643
netbeacon,107.5,0.44744744744744747
netbeacon,109.05,0.44844844844844844
netbeacon,114.7,0.4494494494494494
netbeacon,115.16,0.45045045045045046
netbeacon,115.58,0.45145145145145144
netbeacon,116.04,0.45245245245245247
netbeacon,118.81,0.45345345345345345
netbeacon,119.03,0.4544544544544544
netbeacon,120.62,0.45545545545545546
netbeacon,124.68,0.45645645645645644
netbeacon,125.61,0.4574574574574575
netbeacon,129.02,0.45845845845845845
netbeacon,129.56,0.45945945945945943
netbeacon,133.39,0.46046046046046046
netbeacon,142.8,0.46146146146146144
netbeacon,149.26,0.4624624624624625
netbeacon,150.42,0.46346346346346345
netbeacon,153.04,0.46446446446446443
netbeacon,156.53,0.46546546546546547
netbeacon,156.93,0.46646646646646645
netbeacon,160.31,0.4674674674674675
netbeacon,161.21,0.46846846846846846
netbeacon,162.92,0.4694694694694695
netbeacon,165.16,0.47047047047047047
netbeacon,167.92,0.47147147147147145
netbeacon,170.73,0.4724724724724725
netbeacon,170.89,0.47347347347347346
netbeacon,173.5,0.4744744744744745
netbeacon,182.88,0.4754754754754755
netbeacon,186.03,0.47647647647647645
netbeacon,186.8,0.4774774774774775
netbeacon,186.86,0.47847847847847846
netbeacon,188.95,0.4794794794794795
netbeacon,190.03,0.4804804804804805
netbeacon,190.69,0.48148148148148145
netbeacon,198.07,0.4824824824824825
netbeacon,200.54,0.48348348348348347
netbeacon,205.01,0.4844844844844845
netbeacon,208.17,0.4854854854854855
netbeacon,208.26,0.48648648648648646
netbeacon,208.39,0.4874874874874875
netbeacon,217.42,0.48848848848848847
netbeacon,218.7,0.4894894894894895
netbeacon,219.13,0.4904904904904905
netbeacon,223.12,0.49149149149149146
netbeacon,235.55,0.4924924924924925
netbeacon,247.9,0.4934934934934935
netbeacon,252.76,0.4944944944944945
netbeacon,258.91,0.4954954954954955
netbeacon,260.72,0.4964964964964965
netbeacon,272.52,0.4974974974974975
netbeacon,283.86,0.4984984984984985
netbeacon,287.01,0.4994994994994995
netbeacon,289.18,0.5005005005005005
netbeacon,294.87,0.5015015015015015
netbeacon,295.69,0.5025025025025025
netbeacon,301.32,0.5035035035035035
netbeacon,301.67,0.5045045045045045
netbeacon,305.36,0.5055055055055055
netbeacon,314.22,0.5065065065065065
netbeacon,314.68,0.5075075075075075
netbeacon,316.35,0.5085085085085085
netbeacon,317.57,0.5095095095095095
netbeacon,319.65,0.5105105105105106
netbeacon,329.22,0.5115115115115115
netbeacon,330.48,0.5125125125125125
netbeacon,330.9,0.5135135135135135
netbeacon,334.98,0.5145145145145145
netbeacon,337.31,0.5155155155155156
netbeacon,338.9,0.5165165165165165
netbeacon,340.15,0.5175175175175175
netbeacon,340.77,0.5185185185185185
netbeacon,341.54,0.5195195195195195
netbeacon,346.77,0.5205205205205206
netbeacon,349.87,0.5215215215215215
netbeacon,354.02,0.5225225225225225
netbeacon,360.12,0.5235235235235235
netbeacon,360.29,0.5245245245245245
netbeacon,361.02,0.5255255255255256
netbeacon,364.61,0.5265265265265265
netbeacon,368.81,0.5275275275275275
netbeacon,370.06,0.5285285285285285
netbeacon,377.58,0.5295295295295295
netbeacon,379.88,0.5305305305305306
netbeacon,383.77,0.5315315315315315
netbeacon,386.82,0.5325325325325325
netbeacon,387.88,0.5335335335335335
netbeacon,395.7,0.5345345345345345
netbeacon,396.93,0.5355355355355356
netbeacon,397.67,0.5365365365365365
netbeacon,405.01,0.5375375375375375
netbeacon,406.58,0.5385385385385385
netbeacon,407.87,0.5395395395395395
netbeacon,412.11,0.5405405405405406
netbeacon,420.6,0.5415415415415415
netbeacon,422.3,0.5425425425425425
netbeacon,425.32,0.5435435435435435
netbeacon,428.55,0.5445445445445445
netbeacon,429.74,0.5455455455455456
netbeacon,445.42,0.5465465465465466
netbeacon,450.81,0.5475475475475475
netbeacon,451.71,0.5485485485485485
netbeacon,457.96,0.5495495495495496
netbeacon,463.46,0.5505505505505506
netbeacon,463.49,0.5515515515515516
netbeacon,469.12,0.5525525525525525
netbeacon,473.85,0.5535535535535535
netbeacon,476.94,0.5545545545545546
netbeacon,493.12,0.5555555555555556
netbeacon,495.37,0.5565565565565566
netbeacon,498.19,0.5575575575575575
netbeacon,539.96,0.5585585585585585
netbeacon,548.86,0.5595595595595596
netbeacon,562.71,0.5605605605605606
netbeacon,585.09,0.5615615615615616
netbeacon,589.63,0.5625625625625625
netbeacon,609.86,0.5635635635635635
netbeacon,624.13,0.5645645645645646
netbeacon,646.52,0.5655655655655656
netbeacon,647.28,0.5665665665665666
netbeacon,654.12,0.5675675675675675
netbeacon,659.66,0.5685685685685685
netbeacon,705.68,0.5695695695695696
netbeacon,737.54,0.5705705705705706
netbeacon,747.09,0.5715715715715716
netbeacon,796.34,0.5725725725725725
netbeacon,810.34,0.5735735735735735
netbeacon,826.77,0.5745745745745746
netbeacon,840.01,0.5755755755755756
netbeacon,858.89,0.5765765765765766
netbeacon,867.24,0.5775775775775776
netbeacon,912.66,0.5785785785785785
netbeacon,924.02,0.5795795795795796
netbeacon,963.32,0.5805805805805806
netbeacon,967.75,0.5815815815815816
netbeacon,982.07,0.5825825825825826
netbeacon,993.61,0.5835835835835835
netbeacon,1000.32,0.5845845845845846
netbeacon,1014.63,0.5855855855855856
netbeacon,1015.68,0.5865865865865866
netbeacon,1024.48,0.5875875875875876
netbeacon,1042.52,0.5885885885885885
netbeacon,1065.45,0.5895895895895896
netbeacon,1102.58,0.5905905905905906
netbeacon,1140.95,0.5915915915915916
netbeacon,1147.17,0.5925925925925926
netbeacon,1174.63,0.5935935935935935
netbeacon,1177.55,0.5945945945945946
netbeacon,1179.95,0.5955955955955956
netbeacon,1209.06,0.5965965965965966
netbeacon,1232.27,0.5975975975975976
netbeacon,1254.65,0.5985985985985985
netbeacon,1263.1,0.5995995995995996
netbeacon,1294.97,0.6006006006006006
netbeacon,1297.97,0.6016016016016016
netbeacon,1313.82,0.6026026026026026
netbeacon,1323.49,0.6036036036036035
netbeacon,1327.5,0.6046046046046046
netbeacon,1328.58,0.6056056056056056
netbeacon,1353.71,0.6066066066066066
netbeacon,1355.76,0.6076076076076076
netbeacon,1401.93,0.6086086086086087
netbeacon,1415.72,0.6096096096096096
netbeacon,1442.86,0.6106106106106106
netbeacon,1447.55,0.6116116116116116
netbeacon,1495.69,0.6126126126126126
netbeacon,1510.06,0.6136136136136137
netbeacon,1510.13,0.6146146146146146
netbeacon,1524.28,0.6156156156156156
netbeacon,1524.95,0.6166166166166166
netbeacon,1568.06,0.6176176176176176
netbeacon,1583.32,0.6186186186186187
netbeacon,1610.71,0.6196196196196196
netbeacon,1618.56,0.6206206206206206
netbeacon,1637.73,0.6216216216216216
netbeacon,1643.26,0.6226226226226226
netbeacon,1646.94,0.6236236236236237
netbeacon,1648.04,0.6246246246246246
netbeacon,1707.32,0.6256256256256256
netbeacon,1740.17,0.6266266266266266
netbeacon,1765.89,0.6276276276276276
netbeacon,1791.29,0.6286286286286287
netbeacon,1842.24,0.6296296296296297
netbeacon,1864.12,0.6306306306306306
netbeacon,1875.3,0.6316316316316316
netbeacon,1890.2,0.6326326326326326
netbeacon,1926.26,0.6336336336336337
netbeacon,1929.12,0.6346346346346347
netbeacon,1980.4,0.6356356356356356
netbeacon,2003.58,0.6366366366366366
netbeacon,2012.74,0.6376376376376376
netbeacon,2036.56,0.6386386386386387
netbeacon,2124.55,0.6396396396396397
netbeacon,2251.47,0.6406406406406406
netbeacon,2251.52,0.6416416416416416
netbeacon,2299.1,0.6426426426426426
netbeacon,2335.26,0.6436436436436437
netbeacon,2352.32,0.6446446446446447
netbeacon,2479.47,0.6456456456456456
netbeacon,2612.12,0.6466466466466466
netbeacon,2638.01,0.6476476476476476
netbeacon,2721.34,0.6486486486486487
netbeacon,2751.49,0.6496496496496497
netbeacon,2899.6,0.6506506506506506
netbeacon,2900.88,0.6516516516516516
netbeacon,2924.25,0.6526526526526526
netbeacon,3011.84,0.6536536536536537
netbeacon,3125.94,0.6546546546546547
netbeacon,3145.83,0.6556556556556556
netbeacon,3188.27,0.6566566566566566
netbeacon,3266.38,0.6576576576576576
netbeacon,3297.64,0.6586586586586587
netbeacon,3351.27,0.6596596596596597
netbeacon,3413.84,0.6606606606606606
netbeacon,3475.14,0.6616616616616616
netbeacon,3585.71,0.6626626626626626
netbeacon,3639.75,0.6636636636636637
netbeacon,3647.34,0.6646646646646647
netbeacon,3736.72,0.6656656656656657
netbeacon,3749.28,0.6666666666666666
netbeacon,3774.37,0.6676676676676676
netbeacon,3844.87,0.6686686686686687
netbeacon,3923.23,0.6696696696696697
netbeacon,3960.88,0.6706706706706707
netbeacon,4001.94,0.6716716716716716
netbeacon,4041.0,0.6726726726726726
netbeacon,4326.01,0.6736736736736737
netbeacon,4352.77,0.6746746746746747
netbeacon,4402.32,0.6756756756756757
netbeacon,4561.98,0.6766766766766766
netbeacon,4636.8,0.6776776776776777
netbeacon,4658.37,0.6786786786786787
netbeacon,4842.36,0.6796796796796797
netbeacon,5277.19,0.6806806806806807
netbeacon,5483.33,0.6816816816816816
netbeacon,5660.18,0.6826826826826827
netbeacon,5895.43,0.6836836836836837
netbeacon,5940.46,0.6846846846846847
netbeacon,5999.59,0.6856856856856857
netbeacon,6040.69,0.6866866866866866
netbeacon,6231.98,0.6876876876876877
netbeacon,6263.92,0.6886886886886887
netbeacon,6380.77,0.6896896896896897
netbeacon,6852.08,0.6906906906906907
netbeacon,7093.88,0.6916916916916916
netbeacon,7167.83,0.6926926926926927
netbeacon,7211.79,0.6936936936936937
netbeacon,7286.24,0.6946946946946947
netbeacon,7296.89,0.6956956956956957
netbeacon,7415.99,0.6966966966966966
netbeacon,7472.81,0.6976976976976977
netbeacon,7538.1,0.6986986986986987
netbeacon,7695.85,0.6996996996996997
netbeacon,7720.3,0.7007007007007007
netbeacon,7792.64,0.7017017017017017
netbeacon,7822.77,0.7027027027027027
netbeacon,7891.37,0.7037037037037037
netbeacon,7989.36,0.7047047047047047
netbeacon,8193.52,0.7057057057057057
netbeacon,8324.92,0.7067067067067067
netbeacon,8390.69,0.7077077077077077
netbeacon,8468.5,0.7087087087087087
netbeacon,8496.31,0.7097097097097097
netbeacon,8498.41,0.7107107107107107
netbeacon,8705.28,0.7117117117117117
netbeacon,8791.04,0.7127127127127127
netbeacon,8903.97,0.7137137137137137
netbeacon,8910.48,0.7147147147147147
netbeacon,8971.83,0.7157157157157157
netbeacon,9198.83,0.7167167167167167
netbeacon,9306.22,0.7177177177177178
netbeacon,9385.08,0.7187187187187187
netbeacon,9438.02,0.7197197197197197
netbeacon,9445.01,0.7207207207207207
netbeacon,9652.34,0.7217217217217217
netbeacon,9686.11,0.7227227227227228
netbeacon,9796.43,0.7237237237237237
netbeacon,10098.18,0.7247247247247247
netbeacon,10139.51,0.7257257257257257
netbeacon,10545.81,0.7267267267267267
netbeacon,10590.03,0.7277277277277278
