name,f1_score,num_flows,num_partitions,dataset
cap,0.8,786432,0,D2
cap,0.81,393216,1,D2
cap,0.8637639777828057,196608,2,D2
cap,0.8594510721783597,98304,3,D2
cap,0.8393819517475345,196608,4,D2
cap,0.8330636955884541,196608,5,D2
cap,0.7914448682264311,196608,6,D2
cap,0.7493688438998276,65536,7,D2
