name,f1_score,num_flows,num_partitions,dataset
cap,0.97,491520,1,D7
cap,0.9249368092839616,393216,2,D7
cap,0.9565483699641495,294912,3,D7
cap,0.9997389852383013,294912,4,D7
cap,1.0,294912,5,D7
cap,0.995493308434485,491520,6,D7
cap,0.9913237887696031,294912,7,D7
