name,f1_score,num_flows,num_partitions,dataset
cap,0.74,196608,1,D4
cap,0.6820434786355245,196608,2,D4
cap,0.6808197970984988,196608,3,D4
cap,0.6553896965586266,196608,4,D4
cap,0.6101579822701044,393216,5,D4
cap,0.5666079154806773,98304,6,D4
cap,0.36274262952947306,786432,7,D4
