name,f1_score,num_flows,num_partitions,dataset
cap,0.57,983040,1,D3
cap,0.05911206106988064,983040,2,D3
cap,0.05911206106988064,983040,3,D3
cap,0.07072964629556598,983040,4,D3
cap,0.06192565239262457,983040,5,D3
cap,0.07308531312389889,983040,6,D3
cap,0.07938337849427803,983040,7,D3
