name,f1_score,num_flows,num_partitions,dataset
cap,0.8,786432,0,D2
cap,0.73,983040,1,D2
cap,0.45195325873282866,983040,2,D2
cap,0.5218085597922837,983040,3,D2
cap,0.5216915777867555,983040,4,D2
cap,0.7269481979099179,589824,5,D2
cap,0.7102743952507268,589824,6,D2
cap,0.6199004671942253,589824,7,D2
