name,f1_score,num_flows,num_partitions,dataset
cap,0.85,983040,1,D7
cap,0.5031558687512273,786432,2,D7
cap,0.5378999331931886,786432,3,D7
cap,0.3899375000337727,983040,4,D7
cap,0.4905018310596,983040,5,D7
cap,0.5009498276430668,983040,6,D7
cap,0.30075659862803883,983040,7,D7
