name,f1_score,num_flows,num_partitions,dataset
cap,0.55,983040,1,D6
cap,0.29992053536725105,983040,2,D6
cap,0.48053989685244136,983040,3,D6
cap,0.4802389431147742,983040,4,D6
cap,0.43274569380980016,983040,5,D6
cap,0.44583416189848635,983040,6,D6
cap,0.47931969697658977,983040,7,D6
