name,f1_score,num_flows,num_partitions,dataset
cap,0.42,196608,1,D5
cap,0.43103690600812455,98304,2,D5
cap,0.433703072809195,98304,3,D5
cap,0.4246423720761517,196608,4,D5
cap,0.43548448846021337,98304,5,D5
cap,0.3699104043697349,98304,6,D5
cap,0.3237532877381508,196608,7,D5
