name,iterations,f1_score,feature_limit,feature_table_entries,max_depth,num_flows,num_partitions,total_features,tree_table_entries,tcam_entries,memory_bits,memory_perc
cap,0,0.41868942900886597,4,20686,26,0,5,44,6310,26996,0,0.0
cap,0,0.37475597959384155,4,11812,19,98304,4,44,4265,16077,12582912,10.0
cap,0,0.22611062901594423,2,13224,17,262144,7,43,4767,17991,16777216,13.33
cap,0,0.30073221407305667,4,4940,12,393216,5,44,1742,6682,50331648,40.0
cap,0,0.27786886509853526,3,7244,13,294912,6,44,2432,9676,28311552,22.5
cap,0,0.3680567931274391,3,10135,41,393216,4,41,1256,11391,37748736,30.0
cap,0,0.27424528557028627,3,3305,11,262144,5,42,1350,4655,25165824,20.0
cap,1,0.3030672382596024,2,12549,16,262144,4,44,4634,17183,16777216,13.33
cap,1,0.27263726553323847,2,8442,35,589824,4,7,27,8469,37748736,30.0
cap,1,0.29067830008375695,2,10788,15,393216,4,44,4075,14863,25165824,20.0
cap,1,0.23541539140463946,2,5689,50,491520,3,2,27,5716,31457280,25.0
cap,1,0.2651466228535149,2,9011,13,393216,4,44,3292,12303,25165824,20.0
cap,1,0.35806950367989243,3,9862,15,196608,3,44,3345,13207,18874368,15.0
cap,1,0.2648069881048736,2,10121,14,393216,5,45,3716,13837,25165824,20.0
cap,1,0.3318054487952698,2,8781,50,589824,5,38,581,9362,37748736,30.0
cap,1,0.35906489998882907,2,17427,18,393216,3,41,2835,20262,25165824,20.0
cap,1,0.27253859579891615,2,8429,50,589824,4,4,22,8451,37748736,30.0
cap,1,0.39236935457004096,4,18464,18,0,5,44,6870,25334,0,0.0
cap,1,0.31007037520067227,4,20820,31,0,7,42,7147,27967,0,0.0
cap,1,0.23734873766313508,2,8512,13,393216,6,43,3364,11876,25165824,20.0
cap,1,0.4201909283411543,4,25665,19,0,5,44,8994,34659,0,0.0
cap,1,0.20129199885005977,2,7261,13,589824,6,43,2791,10052,37748736,30.0
cap,1,0.38996999723808984,4,21727,20,0,4,45,6989,28716,0,0.0
cap,2,0.27259234260266163,2,8421,50,589824,4,2,17,8438,37748736,30.0
cap,2,0.27259234260266163,2,8421,48,589824,4,2,17,8438,37748736,30.0
cap,2,0.21532156938988178,4,8541,14,65536,7,44,3119,11660,8388608,6.67
cap,2,0.27259234260266163,2,8421,48,589824,4,2,17,8438,37748736,30.0
cap,2,0.32962153313335946,2,8302,50,589824,5,30,221,8523,37748736,30.0
cap,2,0.2673491733325595,3,19362,17,196608,7,44,6503,25865,18874368,15.0
cap,2,0.34748239600653935,2,13786,36,262144,5,42,3076,16862,16777216,13.33
cap,2,0.3318054487952698,2,8781,50,589824,5,38,581,9362,37748736,30.0
cap,2,0.27280856479449844,2,8628,50,589824,4,23,129,8757,37748736,30.0
cap,2,0.335443141534494,2,10606,35,589824,5,42,1531,12137,37748736,30.0
cap,2,0.3333723899318355,4,9815,15,98304,5,45,3409,13224,12582912,10.0
cap,2,0.2726098833437086,2,8444,35,589824,4,4,22,8466,37748736,30.0
