depth,features_per_partition,c1,c2,c3,c4,c5,c6,f1_score,num_flows,Timestamp
22,1,0.25,0.75,0.25,0.75,0.75,0.0,-0.25249043580788727,-786432.0,1733863383540
43,1,0.5,0.75,0.25,0.5,0.75,0.0,-0.31381845547264053,-786432.0,1733863383540
48,1,0.25,0.75,1.0,0.5,0.25,0.4,-0.36274262952947306,-786432.0,1733863383540
9,1,0.0,0.5,1.0,1.0,1.0,0.0,-0.14565455127368676,-786432.0,1733863383540
20,1,0.25,0.75,0.5,0.25,0.75,0.8,-0.18314902690967694,-786432.0,1733863383540
43,1,0.75,0.25,0.0,1.0,0.75,0.0,-0.31691720290099373,-589824.0,1733863383540
20,1,0.25,0.5,0.0,0.75,0.25,0.0,-0.32548932414815596,-786432.0,1733863383540
41,1,0.25,0.0,0.75,0.75,0.75,0.6,-0.33073978584455777,-786432.0,1733863383540
15,1,0.75,0.75,1.0,0.25,1.0,0.8,-0.17209663711157797,-786432.0,1733863383540
22,1,0.0,0.25,0.5,0.25,0.0,0.4,-0.28847852720147704,-786432.0,1733863383540
15,1,1.0,0.75,0.5,0.5,0.75,0.2,-0.19030206125710525,-786432.0,1733863383540
35,1,0.5,0.0,0.75,0.0,0.5,0.8,-0.20349088835022797,-786432.0,1733863383540
45,1,0.75,0.0,0.75,0.0,0.0,0.0,-0.2963312914481801,-786432.0,1733863383540
50,1,1.0,0.5,0.0,0.0,0.0,0.2,-0.36847428281086947,-786432.0,1733863383540
5,1,0.25,0.5,0.25,1.0,0.25,0.4,-0.12068426313085032,-786432.0,1733863383540
40,1,0.75,0.75,0.75,0.0,0.75,0.6,-0.2399030233610896,-786432.0,1733863383540
6,1,0.75,0.0,0.75,0.5,1.0,0.0,-0.10470864612084375,-786432.0,1733863383540
14,1,1.0,1.0,0.25,0.25,0.0,0.0,-0.2129184407159548,-786432.0,1733863383540
27,1,0.25,1.0,0.5,0.25,0.0,0.8,-0.2605420784456611,-786432.0,1733863383540
25,1,1.0,0.0,0.0,0.0,0.0,0.4,-0.37616806036721184,-786432.0,1733863383540
26,1,0.25,0.0,0.5,0.75,0.25,0.8,-0.2953917729077747,-786432.0,1733863383540
10,1,0.75,0.5,1.0,0.0,0.75,0.6,-0.09369074425626628,-786432.0,1733863383540
49,1,0.5,0.75,0.0,0.5,1.0,0.6,-0.32237565029044857,-786432.0,1733863383540
8,1,0.0,0.5,0.75,1.0,0.5,0.2,-0.14440104009715948,-786432.0,1733863383540
14,1,0.25,0.25,0.25,0.25,0.75,0.6,-0.18648362593734394,-786432.0,1733863383540
22,1,1.0,0.75,0.75,0.0,0.25,0.4,-0.2739883665714288,-786432.0,1733863383540
45,1,0.75,1.0,0.75,0.75,0.0,0.8,-0.24651351103209598,-786432.0,1733863383540
44,1,0.0,0.0,0.5,1.0,0.25,0.0,-0.393736017870182,-983040.0,1733863383540
9,1,1.0,0.75,0.75,0.25,0.0,0.4,-0.1315784732234802,-786432.0,1733863383540
38,1,0.25,0.75,0.25,1.0,0.25,0.6,-0.22958813029414074,-786432.0,1733863383540
18,1,1.0,0.5,0.5,1.0,0.5,0.0,-0.26656195380732034,-786432.0,1733863383540
19,1,0.0,0.25,0.25,0.0,0.75,0.4,-0.1972487523812896,-786432.0,1733863383540
15,1,0.25,0.75,0.5,1.0,1.0,0.2,-0.208486628227954,-786432.0,1733863383540
13,1,0.25,0.0,0.0,0.5,0.75,0.6,-0.2996598313458104,-786432.0,1733863383540
50,1,0.5,0.5,0.75,1.0,0.75,0.0,-0.3113054308191329,-786432.0,1733863383540
34,1,1.0,0.0,0.0,0.0,0.25,0.4,-0.3063968107271005,-786432.0,1733863383540
24,1,0.75,0.75,0.0,0.5,0.75,0.8,-0.2781061786337959,-786432.0,1733863383540
34,1,0.0,0.25,0.5,1.0,1.0,0.6,-0.24744516305194056,-589824.0,1733863383540
13,1,0.25,0.0,0.75,1.0,0.0,0.6,-0.24974132910944868,-786432.0,1733863383540
8,1,1.0,0.25,0.75,0.5,0.75,0.2,-0.09971322674863738,-786432.0,1733863383540
27,1,0.25,1.0,0.75,0.25,1.0,0.4,-0.22191969095227035,-786432.0,1733863383540
9,1,0.25,1.0,0.5,0.5,0.5,0.8,-0.1547506756004521,-786432.0,1733863383540
12,1,0.75,1.0,0.5,1.0,0.0,0.8,-0.16130283905340922,-786432.0,1733863383540
25,1,1.0,1.0,1.0,0.0,0.0,0.2,-0.26791280555921954,-786432.0,1733863383540
41,1,0.0,0.0,0.25,0.75,0.75,0.0,-0.3941053569098919,-983040.0,1733863383540
41,1,0.25,0.75,0.5,0.5,0.75,0.4,-0.2290144934871961,-786432.0,1733863383540
15,1,0.75,0.0,0.25,0.5,0.0,0.0,-0.22784799050558083,-786432.0,1733863383540
35,1,0.25,1.0,0.0,0.25,0.5,0.2,-0.3069921313445016,-786432.0,1733863383540
48,1,0.5,1.0,1.0,1.0,0.25,0.4,-0.26237704646872767,-589824.0,1733863383540
28,1,0.25,0.25,0.0,0.5,0.5,0.4,-0.24523228802750585,-589824.0,1733863383540
9,1,1.0,0.75,1.0,0.5,0.75,0.0,-0.12204846312574559,-786432.0,1733863383540
24,1,0.25,0.25,0.5,0.75,0.75,0.4,-0.18948233744422668,-786432.0,1733863383540
5,1,1.0,0.0,0.0,0.5,0.5,0.4,-0.07723241027052298,-786432.0,1733863383540
11,1,0.5,0.25,0.75,1.0,1.0,0.4,-0.15483821243504273,-786432.0,1733863383540
34,1,0.0,0.0,0.75,1.0,0.0,0.6,-0.3941053569098919,-983040.0,1733863383540
29,1,0.25,1.0,0.75,0.0,1.0,0.8,-0.27485167950162004,-786432.0,1733863383540
12,1,0.75,0.25,0.0,0.25,0.75,0.8,-0.1761734150752037,-786432.0,1733863383540
7,1,0.75,0.25,0.0,0.0,0.75,0.6,-0.10003757994918522,-786432.0,1733863383540
46,1,0.75,0.0,1.0,0.25,1.0,0.2,-0.24434680228979266,-786432.0,1733863383540
24,1,1.0,0.25,1.0,0.75,0.25,0.2,-0.2386641823815008,-589824.0,1733863383540
27,1,1.0,0.5,0.5,0.75,0.5,0.0,-0.22490373647166473,-589824.0,1733863383540
48,1,0.5,0.0,0.25,0.0,0.25,0.2,-0.28107094521930304,-786432.0,1733863383540
