depth,features_per_partition,c1,c2,c3,c4,c5,c6,f1_score,num_flows,Timestamp
47,3,1.0,0.5,1.0,0.25,0.0,0.6,-0.7369354057653804,-393216.0,1733565910304
31,3,0.0,0.25,0.75,0.75,0.25,0.8,-0.7249881876701141,-393216.0,1733565910304
45,4,0.75,1.0,0.75,0.0,0.25,0.6,-0.7231419847464665,-294912.0,1733565910304
10,3,1.0,0.0,0.5,0.0,0.0,0.4,-0.5635166207657514,-393216.0,1733565910304
17,3,0.0,1.0,0.75,1.0,0.0,0.2,-0.7870533407835474,-393216.0,1733565910304
29,3,1.0,0.0,0.75,1.0,0.5,0.8,-0.7281898832143315,-393216.0,1733565910304
20,2,0.25,0.5,0.0,0.25,0.75,0.8,-0.6436850579104623,-491520.0,1733565910304
22,4,0.0,0.0,0.75,0.5,1.0,0.2,-0.7674510508455976,-294912.0,1733565910304
43,4,0.0,1.0,0.25,0.25,0.25,0.2,-0.6956907252715541,-294912.0,1733565910304
30,3,0.25,0.0,1.0,0.0,0.0,0.0,-0.6524988185718167,-393216.0,1733565910304
13,3,0.5,0.5,0.0,0.25,0.25,0.6,-0.65142472190279,-393216.0,1733565910304
39,4,0.5,0.75,0.25,0.0,1.0,0.0,-0.7002127125572154,-294912.0,1733565910304
14,2,0.5,0.25,1.0,1.0,0.25,0.0,-0.6422442601730851,-491520.0,1733565910304
15,4,1.0,1.0,0.5,0.25,0.0,0.0,-0.7079793329680242,-294912.0,1733565910304
10,3,0.25,0.75,0.75,0.0,0.5,0.0,-0.5312110343450261,-393216.0,1733565910304
29,3,0.75,0.5,0.75,0.75,1.0,0.4,-0.6273746146577422,-393216.0,1733565910304
34,2,0.0,0.25,1.0,0.75,0.25,0.0,-0.6455797208093259,-491520.0,1733565910304
34,2,0.25,0.0,0.0,1.0,0.25,0.0,-0.580841705277169,-491520.0,1733565910304
27,2,0.5,1.0,0.75,0.75,0.5,0.4,-0.5362075682669565,-491520.0,1733565910304
37,4,0.5,1.0,0.5,0.5,0.5,0.8,-0.699360362653291,-294912.0,1733565910304
32,4,0.0,0.25,1.0,0.5,1.0,0.2,-0.7401820704339722,-294912.0,1733565910304
33,4,0.5,0.0,0.5,1.0,0.0,0.2,-0.7119118724116155,-294912.0,1733565910304
44,4,1.0,0.5,0.25,0.0,1.0,0.2,-0.7435344678471807,-294912.0,1733565910304
43,4,0.5,0.0,0.25,1.0,0.0,0.2,-0.6883420643593503,-294912.0,1733565910304
39,2,0.25,0.0,0.5,0.5,0.5,0.6,-0.48306879737845215,-491520.0,1733565910304
16,4,0.75,0.0,0.75,0.5,1.0,0.6,-0.7004266337417173,-294912.0,1733565910304
12,3,1.0,1.0,0.75,0.25,0.75,0.8,-0.636124216918322,-393216.0,1733565910304
48,4,0.0,0.25,0.75,0.75,0.25,0.4,-0.7204394040251418,-294912.0,1733565910304
48,3,0.0,0.5,0.25,0.5,0.75,0.2,-0.6987016213343684,-393216.0,1733565910304
40,3,1.0,0.75,0.0,0.75,0.75,0.6,-0.7319054433232325,-393216.0,1733565910304
16,3,0.75,0.5,1.0,0.5,0.25,0.8,-0.683464841410452,-393216.0,1733565910304
43,2,0.0,0.5,1.0,1.0,0.0,0.6,-0.5495681163143155,-491520.0,1733565910304
43,2,0.75,0.5,0.75,0.75,0.0,0.8,-0.6421492112926526,-491520.0,1733565910304
29,2,1.0,1.0,0.25,0.25,0.0,0.0,-0.6102019113597971,-491520.0,1733565910304
31,3,0.5,0.5,0.0,0.0,0.0,0.8,-0.7347272183424074,-393216.0,1733565910304
33,3,0.0,0.0,1.0,0.75,0.25,0.6,-0.72518047987935,-393216.0,1733565910304
13,4,0.5,0.5,0.25,1.0,1.0,0.0,-0.6151188244004293,-294912.0,1733565910304
36,3,0.0,1.0,0.75,0.0,0.75,0.6,-0.7378336386648847,-393216.0,1733565910304
35,3,0.5,0.75,1.0,0.0,0.0,0.2,-0.6337567721814572,-393216.0,1733565910304
25,2,1.0,1.0,1.0,0.0,0.75,0.0,-0.6620703539940295,-491520.0,1733565910304
30,4,0.0,0.75,0.75,1.0,1.0,0.4,-0.7160971583361039,-294912.0,1733565910304
20,2,0.5,0.5,1.0,1.0,1.0,0.4,-0.6369946029503812,-491520.0,1733565910304
19,4,0.0,0.5,0.75,1.0,0.25,0.4,-0.671950621258577,-294912.0,1733565910304
17,2,1.0,0.0,0.0,0.25,0.75,0.2,-0.5591453822430418,-491520.0,1733565910304
18,2,0.5,0.0,0.0,0.0,1.0,0.4,-0.5790552345601901,-491520.0,1733565910304
16,4,0.25,0.25,0.0,1.0,0.0,0.8,-0.7280143272993163,-294912.0,1733565910304
23,4,1.0,0.25,1.0,0.5,0.25,0.4,-0.6782498812434766,-294912.0,1733565910304
23,4,0.5,0.5,0.25,0.0,0.75,0.2,-0.7204877741761693,-294912.0,1733565910304
50,2,0.75,0.5,0.5,1.0,1.0,0.0,-0.5911623954561116,-491520.0,1733565910304
22,2,0.5,0.25,0.5,0.75,1.0,0.8,-0.6264945943027047,-491520.0,1733565910304
16,3,0.0,0.5,0.5,0.0,0.5,0.2,-0.75462597629497,-393216.0,1733565910304
35,2,0.75,0.0,1.0,0.5,0.5,0.4,-0.5588334626377969,-491520.0,1733565910304
32,2,0.5,0.5,0.25,0.5,1.0,0.0,-0.5513640984247519,-491520.0,1733565910304
47,2,0.0,0.0,0.0,1.0,0.0,0.2,-0.48893488062212975,-491520.0,1733565910304
18,3,0.25,0.75,1.0,1.0,0.5,0.0,-0.7436148664326028,-393216.0,1733565910304
30,2,0.0,0.0,0.5,0.0,0.75,0.2,-0.5188651756550221,-491520.0,1733565910304
41,3,1.0,1.0,0.0,0.5,0.75,0.4,-0.7240358664532722,-393216.0,1733565910304
49,4,0.75,1.0,0.5,0.0,0.75,0.8,-0.738537138354072,-294912.0,1733565910304
20,2,0.0,0.25,0.5,0.0,0.25,0.2,-0.6696487854255925,-491520.0,1733565910304
41,4,0.75,0.25,1.0,0.0,1.0,0.8,-0.709796468311324,-294912.0,1733565910304
46,2,1.0,0.25,0.5,1.0,0.0,0.4,-0.646656056478233,-491520.0,1733565910304
30,2,0.5,0.5,0.25,0.75,0.75,0.0,-0.5531306853236774,-491520.0,1733565910304
15,3,1.0,0.75,0.5,0.25,0.0,0.2,-0.67433750622436,-393216.0,1733565910304
39,3,0.0,0.25,1.0,0.75,0.0,0.8,-0.7666569849074368,-393216.0,1733565910304
16,2,0.75,1.0,0.5,1.0,1.0,0.6,-0.7135761547138805,-491520.0,1733565910304
33,4,0.0,0.5,1.0,0.75,0.75,0.8,-0.719793001535164,-294912.0,1733565910304
47,2,0.75,0.75,0.0,0.25,0.25,0.8,-0.6431441828185308,-491520.0,1733565910304
12,4,1.0,0.75,0.0,1.0,1.0,0.2,-0.6895932448298476,-294912.0,1733565910304
29,3,0.75,0.25,0.75,0.25,0.75,0.6,-0.6561722069704385,-393216.0,1733565910304
29,4,0.0,1.0,0.0,0.25,0.0,0.6,-0.7678463825429808,-294912.0,1733565910304
37,4,0.5,0.0,0.25,0.25,0.0,0.0,-0.7086202088581565,-294912.0,1733565910304
47,3,0.25,0.0,0.0,1.0,0.75,0.0,-0.6803357432590348,-393216.0,1733565910304
13,3,0.0,0.0,0.5,1.0,1.0,0.0,-0.7658334534717068,-393216.0,1733565910304
42,4,0.25,0.25,0.25,0.0,0.0,0.2,-0.7316620607494833,-294912.0,1733565910304
43,2,1.0,1.0,0.25,0.75,1.0,0.2,-0.5207217840931855,-491520.0,1733565910304
14,4,1.0,0.25,0.75,0.25,0.5,0.8,-0.6974870467198216,-294912.0,1733565910304
16,4,0.75,0.25,0.25,0.0,0.25,0.2,-0.740794907421307,-294912.0,1733565910304
29,4,0.5,0.0,0.25,0.0,0.5,0.0,-0.7305108534398911,-294912.0,1733565910304
50,4,1.0,0.75,0.25,0.5,0.5,0.6,-0.7407261327837075,-294912.0,1733565910304
12,3,1.0,0.5,0.5,0.75,0.75,0.6,-0.6484936675813393,-393216.0,1733565910304
38,4,0.0,1.0,0.25,0.75,0.75,0.8,-0.7125407179459942,-294912.0,1733565910304
32,2,0.0,0.75,0.25,0.0,1.0,0.2,-0.5853031888714856,-491520.0,1733565910304
13,4,0.25,0.25,1.0,0.5,0.5,0.8,-0.6471473630398148,-294912.0,1733565910304
46,3,0.5,1.0,0.75,0.5,0.75,0.8,-0.5992215887217582,-393216.0,1733565910304
16,2,0.75,1.0,0.75,0.75,0.75,0.6,-0.7244660748045401,-491520.0,1733565910304
50,3,1.0,0.25,0.75,0.5,0.0,0.2,-0.7403474656553525,-393216.0,1733565910304
40,3,0.5,1.0,0.75,0.75,0.0,0.0,-0.7157573107558229,-393216.0,1733565910304
24,3,0.5,1.0,1.0,0.25,0.5,0.4,-0.6823967161576955,-393216.0,1733565910304
25,2,0.5,0.0,0.0,1.0,1.0,0.6,-0.518562087415925,-491520.0,1733565910304
36,2,0.0,0.5,0.5,0.0,0.5,0.6,-0.5837829749275376,-491520.0,1733565910304
31,3,1.0,0.0,0.25,0.25,0.5,0.6,-0.7225726447297832,-393216.0,1733565910304
30,3,1.0,1.0,0.0,0.0,0.25,0.0,-0.7582635687776929,-393216.0,1733565910304
44,2,0.25,0.25,0.0,1.0,0.0,0.2,-0.5727208895580743,-491520.0,1733565910304
33,2,0.5,0.25,0.0,1.0,0.5,0.2,-0.5338941590573373,-491520.0,1733565910304
12,2,0.0,0.5,0.75,0.0,0.75,0.2,-0.6359438084091573,-491520.0,1733565910304
11,4,0.5,0.25,0.25,0.0,0.25,0.0,-0.6339773724125636,-294912.0,1733565910304
12,4,1.0,0.5,0.75,0.5,0.5,0.8,-0.6525812608449703,-294912.0,1733565910304
17,2,1.0,0.0,0.75,1.0,0.25,0.2,-0.547391812557626,-491520.0,1733565910304
13,4,0.25,0.0,0.75,0.0,0.75,0.4,-0.685453028553722,-294912.0,1733565910304
45,2,0.5,0.75,1.0,0.75,0.25,0.6,-0.4997749584500108,-491520.0,1733565910304
14,4,0.5,0.5,0.75,0.5,1.0,0.2,-0.6556390385091639,-294912.0,1733565910304
19,3,0.0,0.0,0.5,0.0,0.5,0.6,-0.762770821335801,-393216.0,1733565910304
34,3,0.25,0.0,0.5,1.0,0.0,0.6,-0.6760928637588814,-393216.0,1733565910304
17,4,0.75,1.0,1.0,0.0,0.5,0.6,-0.7165375785801711,-294912.0,1733565910304
40,4,1.0,1.0,0.25,0.75,0.0,0.2,-0.7369587663293189,-294912.0,1733565910304
31,2,0.5,0.5,0.0,0.25,0.5,0.8,-0.5338626813006621,-491520.0,1733565910304
15,3,0.25,0.75,0.0,0.5,1.0,0.4,-0.7213290096821887,-393216.0,1733565910304
22,2,0.5,1.0,0.25,0.0,0.25,0.8,-0.601189763778547,-491520.0,1733565910304
43,4,0.25,0.75,0.25,1.0,0.75,0.2,-0.6074049365777782,-294912.0,1733565910304
10,4,0.75,0.75,0.75,0.5,0.75,0.0,-0.5234836804161966,-294912.0,1733565910304
12,4,0.75,0.25,0.0,0.75,1.0,0.2,-0.6376019262431117,-294912.0,1733565910304
28,2,0.75,1.0,0.5,0.5,0.75,0.6,-0.5232154458065966,-491520.0,1733565910304
35,3,0.25,0.25,1.0,1.0,0.5,0.8,-0.6214607237644842,-393216.0,1733565910304
29,2,0.75,1.0,1.0,0.25,0.25,0.8,-0.5145642074669172,-491520.0,1733565910304
35,3,0.5,0.25,0.75,0.5,0.5,0.0,-0.6760906480343946,-393216.0,1733565910304
49,4,0.5,0.25,0.5,0.5,0.75,0.4,-0.6850010492587063,-294912.0,1733565910304
19,4,0.0,0.75,0.0,0.0,1.0,0.4,-0.7546013943625697,-294912.0,1733565910304
41,3,0.75,0.5,0.5,1.0,1.0,0.8,-0.7014498951405072,-393216.0,1733565910304
45,3,0.25,0.0,0.25,0.75,0.5,0.8,-0.6003319727628939,-393216.0,1733565910304
35,3,0.5,0.75,1.0,0.5,0.75,0.0,-0.6514995944008597,-393216.0,1733565910304
32,3,0.5,1.0,0.75,1.0,0.0,0.4,-0.6506702160923766,-393216.0,1733565910304
39,2,0.25,1.0,1.0,0.0,0.25,0.4,-0.5090946116396723,-491520.0,1733565910304
36,2,0.25,1.0,0.0,0.0,0.0,0.0,-0.5667233383304267,-491520.0,1733565910304
35,2,0.5,0.25,1.0,0.5,1.0,0.0,-0.5290662510608165,-491520.0,1733565910304
25,2,1.0,0.25,0.25,0.5,0.25,0.0,-0.6948931130781519,-491520.0,1733565910304
42,3,0.5,1.0,0.0,1.0,0.0,0.4,-0.7159162165478935,-393216.0,1733565910304
18,3,0.0,0.25,0.5,0.0,0.25,0.2,-0.7407124161408517,-393216.0,1733565910304
43,4,0.5,0.5,0.75,0.5,0.75,0.4,-0.6966969858062514,-294912.0,1733565910304
41,4,0.75,0.25,0.75,1.0,0.75,0.2,-0.7247638596274903,-294912.0,1733565910304
24,3,0.25,0.75,1.0,0.75,0.0,0.6,-0.6906128024163507,-393216.0,1733565910304
24,3,0.75,0.0,0.75,0.75,0.5,0.2,-0.6656620444637108,-393216.0,1733565910304
26,4,0.75,1.0,0.0,0.25,1.0,0.4,-0.7130607068334197,-294912.0,1733565910304
25,2,0.5,0.5,1.0,1.0,0.25,0.8,-0.6061519891847115,-491520.0,1733565910304
27,3,0.5,1.0,0.75,0.75,0.0,0.6,-0.6878411954541421,-393216.0,1733565910304
28,3,0.25,1.0,0.75,0.75,0.5,0.4,-0.6061780179977154,-393216.0,1733565910304
40,3,1.0,1.0,0.25,0.75,1.0,0.0,-0.7211781361968259,-393216.0,1733565910304
50,2,0.5,0.0,0.75,0.5,0.25,0.8,-0.553495243299616,-491520.0,1733565910304
39,3,0.25,0.75,0.75,1.0,0.0,0.0,-0.7031544310344593,-393216.0,1733565910304
31,4,0.5,1.0,0.25,0.75,1.0,0.0,-0.6943661167891088,-294912.0,1733565910304
31,3,1.0,0.75,0.25,0.75,0.0,0.8,-0.7147111793679751,-393216.0,1733565910304
33,3,0.75,0.5,0.75,1.0,0.0,0.8,-0.7058606132518969,-393216.0,1733565910304
43,4,0.0,1.0,0.0,1.0,0.75,0.4,-0.7446820007385995,-294912.0,1733565910304
30,4,1.0,0.5,0.75,0.25,0.5,0.4,-0.7180672625498221,-294912.0,1733565910304
14,3,0.0,0.75,0.5,1.0,0.5,0.8,-0.7210924141534757,-393216.0,1733565910304
11,3,1.0,0.75,0.75,0.75,0.25,0.8,-0.5336726131650061,-393216.0,1733565910304
44,2,1.0,0.25,0.0,0.5,0.75,0.6,-0.640841369600222,-491520.0,1733565910304
12,2,0.0,0.25,1.0,0.5,0.0,0.8,-0.6210896586638227,-491520.0,1733565910304
21,2,1.0,0.75,0.75,0.0,0.25,0.8,-0.671115061634129,-491520.0,1733565910304
25,4,0.5,0.25,0.5,1.0,0.75,0.2,-0.6809493748257591,-294912.0,1733565910304
29,4,0.25,1.0,1.0,0.5,1.0,0.0,-0.7029341235162845,-294912.0,1733565910304
16,2,0.75,0.25,1.0,1.0,1.0,0.4,-0.6240378087529871,-491520.0,1733565910304
23,4,0.75,0.75,0.5,0.75,0.75,0.2,-0.6776602381606913,-294912.0,1733565910304
44,2,0.75,0.75,0.75,0.75,1.0,0.4,-0.5717871865704495,-491520.0,1733565910304
30,4,0.25,0.5,0.25,0.25,0.25,0.6,-0.660705548206196,-294912.0,1733565910304
31,3,1.0,0.25,0.25,0.25,1.0,0.2,-0.7079973083160175,-393216.0,1733565910304
29,3,0.5,0.0,0.5,0.0,0.75,0.4,-0.6210582817643634,-393216.0,1733565910304
50,3,0.5,0.25,1.0,0.0,1.0,0.0,-0.7251263177604419,-393216.0,1733565910304
28,3,0.5,0.5,0.75,0.5,0.0,0.2,-0.6890864575366449,-393216.0,1733565910304
44,3,0.75,0.75,0.25,0.75,0.75,0.0,-0.7189988562145019,-393216.0,1733565910304
36,4,1.0,0.5,1.0,0.0,0.5,0.8,-0.728202355693418,-294912.0,1733565910304
21,4,0.75,0.75,0.75,0.75,1.0,0.8,-0.6863310707752638,-294912.0,1733565910304
46,3,0.0,0.75,1.0,0.25,0.75,0.8,-0.6854544928409958,-393216.0,1733565910304
21,4,0.25,0.0,0.5,0.75,0.25,0.0,-0.7334428540805672,-294912.0,1733565910304
41,3,0.75,0.5,0.5,0.25,0.0,0.0,-0.7558145984231684,-393216.0,1733565910304
42,4,0.0,1.0,0.5,0.25,0.75,0.0,-0.7479316566015524,-294912.0,1733565910304
35,3,0.5,0.25,0.25,0.5,0.25,0.2,-0.6905746508748437,-393216.0,1733565910304
47,2,0.75,0.25,0.75,1.0,1.0,0.2,-0.587758855710661,-491520.0,1733565910304
25,3,1.0,1.0,0.5,0.25,0.5,0.2,-0.7062513630736748,-393216.0,1733565910304
24,3,0.5,0.25,0.25,0.0,0.25,0.0,-0.7202792243292392,-393216.0,1733565910304
39,2,0.25,1.0,0.0,0.5,0.0,0.4,-0.5527901134729639,-491520.0,1733565910304
28,2,1.0,0.75,1.0,0.25,0.25,0.0,-0.5919804197580949,-491520.0,1733565910304
17,3,0.25,1.0,0.5,1.0,0.5,0.2,-0.6639306424306306,-393216.0,1733565910304
12,2,0.0,0.5,0.75,0.5,1.0,0.2,-0.6034593771353701,-491520.0,1733565910304
34,2,0.75,0.0,0.25,0.25,0.0,0.8,-0.5902745936009148,-491520.0,1733565910304
11,2,0.25,1.0,0.5,1.0,0.75,0.0,-0.5331786217850099,-491520.0,1733565910304
