depth,features_per_partition,c1,c2,c3,c4,c5,c6,f1_score,num_flows,Timestamp
17,1,0.5,0.5,0.25,0.0,0.5,0.4,-0.15686659441216327,-589824.0,1733874531309
32,1,1.0,0.25,1.0,0.75,0.5,0.0,-0.16830233581526705,-491520.0,1733874531309
8,1,1.0,1.0,0.25,0.5,1.0,0.8,-0.08558168428028609,-786432.0,1733874531309
35,1,1.0,1.0,0.0,0.25,0.0,0.2,-0.20663991621387112,-491520.0,1733874531309
42,1,0.75,0.25,0.25,0.0,0.5,0.6,-0.16345491525477487,-589824.0,1733874531309
11,1,0.75,1.0,0.5,1.0,1.0,0.6,-0.11122935695541808,-786432.0,1733874531309
21,1,0.75,0.75,0.25,0.75,0.0,0.2,-0.15340774727456405,-589824.0,1733874531309
17,1,0.75,0.0,0.25,0.25,1.0,0.4,-0.12689707476370088,-786432.0,1733874531309
8,1,0.5,1.0,1.0,0.25,0.5,0.6,-0.053067243405885305,-786432.0,1733874531309
21,1,0.5,1.0,1.0,0.0,1.0,0.0,-0.16852761483329223,-491520.0,1733874531309
45,1,0.0,0.25,0.75,0.75,0.0,0.8,-0.19528761123308752,-491520.0,1733874531309
44,1,0.25,0.0,0.5,0.75,0.0,0.2,-0.17641128318161464,-491520.0,1733874531309
10,1,0.75,1.0,0.25,1.0,0.75,0.4,-0.08508681976781461,-786432.0,1733874531309
8,1,1.0,1.0,1.0,1.0,0.0,0.0,-0.10672687604795666,-786432.0,1733874531309
26,1,1.0,0.5,0.75,1.0,0.25,0.2,-0.14518947161314794,-589824.0,1733874531309
49,1,0.0,0.5,0.5,0.5,1.0,0.8,-0.17476477258637246,-491520.0,1733874531309
35,1,0.75,0.5,0.5,0.25,0.25,0.4,-0.14731399508746723,-589824.0,1733874531309
27,1,0.5,0.0,1.0,0.75,0.5,0.4,-0.15476680811129398,-589824.0,1733874531309
46,1,0.75,0.25,0.0,0.25,0.0,0.6,-0.19661815732818277,-589824.0,1733874531309
49,1,1.0,0.75,0.25,0.25,0.5,0.6,-0.13840638517396514,-589824.0,1733874531309
39,1,1.0,0.75,0.5,0.25,0.5,0.6,-0.14945814003443258,-589824.0,1733874531309
17,1,0.25,0.75,0.5,0.75,0.25,0.6,-0.10719240741152423,-786432.0,1733874531309
40,1,1.0,0.0,0.25,0.25,0.5,0.0,-0.1963185692015551,-491520.0,1733874531309
50,1,0.0,0.25,1.0,1.0,1.0,0.8,-0.18544060007778754,-491520.0,1733874531309
25,1,0.25,0.25,0.0,0.75,0.25,0.0,-0.19063538830051088,-393216.0,1733874531309
40,1,0.25,0.75,0.25,0.75,0.5,0.8,-0.13484291747250565,-786432.0,1733874531309
50,1,0.5,0.5,0.25,1.0,0.75,0.4,-0.154432762299769,-589824.0,1733874531309
37,1,0.0,0.0,0.75,0.0,0.0,0.4,-0.18328198060018477,-589824.0,1733874531309
7,1,1.0,0.5,0.0,0.0,0.0,0.6,-0.07888392572319163,-786432.0,1733874531309
49,1,1.0,0.0,0.75,0.75,1.0,0.2,-0.18304780358569211,-491520.0,1733874531309
13,1,0.5,1.0,0.5,1.0,0.25,0.2,-0.10016612607601455,-786432.0,1733874531309
49,1,0.0,1.0,0.5,0.5,0.5,0.6,-0.16789071203705197,-589824.0,1733874531309
42,1,1.0,0.0,0.25,0.5,0.25,0.4,-0.17075792374894777,-491520.0,1733874531309
39,1,0.5,0.0,0.75,0.25,0.75,0.8,-0.20437981545221112,-393216.0,1733874531309
17,1,0.75,0.75,1.0,0.5,0.5,0.0,-0.12478552585994995,-589824.0,1733874531309
38,1,0.75,0.5,0.25,0.75,0.5,0.4,-0.14503651104030044,-589824.0,1733874531309
