depth,features_per_partition,c1,c2,c3,c4,c5,c6,f1_score,num_flows,Timestamp
9,2,1.0,0.75,0.25,0.25,1.0,0.6,-0.46221741814423467,-491520.0,1733895074298
7,3,0.5,0.25,0.25,0.75,1.0,0.4,-0.4258227304470828,-393216.0,1733895074298
6,4,0.75,0.5,0.5,0.5,0.0,0.0,-0.5613946375175343,-294912.0,1733895074298
8,2,1.0,0.75,0.25,0.75,0.75,0.6,-0.42877404028115773,-491520.0,1733895074298
6,3,0.25,0.0,1.0,0.0,1.0,0.0,-0.4985086790164308,-393216.0,1733895074298
9,2,0.5,0.25,0.75,1.0,0.25,0.4,-0.48452970998194844,-491520.0,1733895074298
9,2,0.0,0.5,0.75,0.75,1.0,0.2,-0.6007335454569831,-491520.0,1733895074298
7,3,0.0,0.5,1.0,0.25,0.25,0.8,-0.5173273928218565,-393216.0,1733895074298
5,3,1.0,0.5,0.75,0.75,0.0,0.6,-0.46933776497914115,-393216.0,1733895074298
9,3,0.0,1.0,0.75,0.5,0.75,0.8,-0.5816823961249928,-393216.0,1733895074298
9,2,0.75,0.75,1.0,0.0,0.75,0.0,-0.5693114587580269,-491520.0,1733895074298
7,2,0.5,0.75,0.25,0.75,0.75,0.0,-0.5537081791817897,-491520.0,1733895074298
7,3,0.75,1.0,0.5,1.0,0.5,0.8,-0.6040308676725548,-393216.0,1733895074298
8,2,0.75,1.0,0.5,1.0,1.0,0.4,-0.42877404028115773,-491520.0,1733895074298
6,4,0.0,0.0,0.75,0.25,0.75,0.8,-0.4086771404424894,-294912.0,1733895074298
5,3,0.0,0.25,0.5,0.75,0.0,0.6,-0.4497575222399416,-393216.0,1733895074298
6,2,1.0,0.5,0.25,0.75,0.5,0.6,-0.36379538241184417,-491520.0,1733895074298
9,3,0.5,0.25,0.5,0.5,0.75,0.0,-0.44787719798840825,-393216.0,1733895074298
8,2,0.5,0.5,0.25,0.5,0.0,0.4,-0.43416208418775726,-491520.0,1733895074298
6,4,1.0,0.0,0.75,1.0,0.25,0.2,-0.3888198438391067,-294912.0,1733895074298
5,4,0.5,0.5,0.25,0.75,0.25,0.8,-0.47613265197381777,-294912.0,1733895074298
9,2,0.0,1.0,0.75,0.75,0.5,0.4,-0.46298561162678564,-491520.0,1733895074298
8,4,0.75,1.0,0.25,0.5,0.5,0.6,-0.3888501559603511,-294912.0,1733895074298
7,2,0.75,0.0,0.25,0.25,0.25,0.4,-0.4832523912410368,-491520.0,1733895074298
6,3,0.5,0.0,0.5,0.75,0.75,0.4,-0.47871335024992956,-393216.0,1733895074298
6,3,0.75,1.0,0.0,0.5,0.75,0.2,-0.47871335024992956,-393216.0,1733895074298
8,2,0.0,0.0,0.25,0.5,0.5,0.2,-0.4775734891249286,-491520.0,1733895074298
9,4,0.25,0.5,0.75,0.25,0.5,0.4,-0.4739703617890009,-294912.0,1733895074298
5,4,0.25,1.0,1.0,0.25,1.0,0.0,-0.46933776497914115,-294912.0,1733895074298
8,4,0.25,1.0,0.75,0.5,0.5,0.6,-0.4508720064990889,-294912.0,1733895074298
5,4,0.25,0.25,0.0,0.5,0.25,0.2,-0.46933776497914115,-294912.0,1733895074298
9,4,1.0,0.0,0.25,1.0,1.0,0.0,-0.6251909183280869,-294912.0,1733895074298
9,2,0.0,0.5,0.0,1.0,0.0,0.8,-0.5091525503788644,-491520.0,1733895074298
5,4,0.75,0.5,1.0,0.5,0.75,0.8,-0.46933776497914115,-294912.0,1733895074298
8,3,0.75,0.25,0.5,0.75,0.5,0.4,-0.5482506957163316,-393216.0,1733895074298
8,2,0.5,0.5,0.25,0.75,0.25,0.8,-0.513668645846609,-491520.0,1733895074298
5,3,0.0,0.25,0.75,0.5,0.25,0.4,-0.4497575222399416,-393216.0,1733895074298
5,3,0.5,0.5,0.5,0.0,0.75,0.8,-0.46933776497914115,-393216.0,1733895074298
9,3,0.5,0.25,0.5,0.0,0.5,0.0,-0.5765222311510507,-393216.0,1733895074298
5,3,0.5,0.5,0.0,0.75,0.5,0.0,-0.5041485701920898,-393216.0,1733895074298
6,4,0.5,0.0,0.25,0.25,0.0,0.8,-0.47871335024992956,-294912.0,1733895074298
7,4,1.0,0.25,1.0,0.5,1.0,0.2,-0.5165433969729284,-294912.0,1733895074298
5,4,0.75,0.0,0.5,1.0,0.25,0.0,-0.5005307552405736,-294912.0,1733895074298
8,2,0.0,0.0,0.0,0.5,1.0,0.6,-0.6389921113937906,-491520.0,1733895074298
6,3,0.5,0.75,0.25,0.25,0.0,0.8,-0.41489443890567396,-393216.0,1733895074298
7,3,0.0,0.25,0.25,0.25,0.5,0.4,-0.4343742387904213,-393216.0,1733895074298
5,4,0.5,0.0,1.0,0.75,0.25,0.2,-0.5005307552405736,-294912.0,1733895074298
6,4,0.0,0.75,0.75,0.25,1.0,0.6,-0.4007622259788979,-294912.0,1733895074298
7,3,0.25,0.5,0.25,0.75,0.0,0.6,-0.4258227304470828,-393216.0,1733895074298
9,2,0.25,1.0,0.0,0.75,1.0,0.4,-0.5582656876167849,-491520.0,1733895074298
6,4,0.5,0.0,0.75,0.0,1.0,0.8,-0.3508974771242829,-294912.0,1733895074298
8,2,0.5,1.0,1.0,0.0,0.25,0.2,-0.5334921111715396,-491520.0,1733895074298
8,3,0.25,0.75,0.75,0.75,0.5,0.4,-0.5043438685250409,-393216.0,1733895074298
6,4,0.25,0.75,0.5,0.0,0.25,0.8,-0.5325151216346136,-294912.0,1733895074298
5,2,0.5,0.25,1.0,0.75,0.0,0.2,-0.46933776497914115,-491520.0,1733895074298
5,4,0.25,1.0,0.25,0.25,1.0,0.2,-0.46933776497914115,-294912.0,1733895074298
6,4,0.5,0.25,0.5,0.0,0.75,0.6,-0.5325151216346136,-294912.0,1733895074298
8,4,0.5,0.25,0.75,1.0,0.25,0.0,-0.5459818121509018,-294912.0,1733895074298
5,3,0.5,0.0,0.25,0.5,0.5,0.0,-0.46933776497914115,-393216.0,1733895074298
7,2,0.0,0.5,0.25,1.0,0.25,0.4,-0.4865126617026769,-491520.0,1733895074298
