depth,features_per_partition,c1,c2,c3,c4,c5,c6,f1_score,num_flows,Timestamp
19,1,0.25,1.0,0.5,0.0,0.75,0.0,-0.6344172802846262,-786432.0,1733865848725
23,1,0.25,0.0,0.25,1.0,0.5,0.4,-0.525743437458325,-786432.0,1733865848725
14,1,0.5,0.0,0.75,0.0,0.5,0.2,-0.705489201244028,-786432.0,1733865848725
21,1,0.0,0.5,0.25,0.75,0.25,0.4,-0.5775219729122371,-589824.0,1733865848725
18,1,1.0,0.25,0.0,0.5,0.75,0.4,-0.6302923565500705,-589824.0,1733865848725
20,1,0.25,0.75,1.0,0.0,0.0,0.8,-0.6252571494753316,-589824.0,1733865848725
10,1,0.5,0.0,0.5,0.0,0.5,0.2,-0.5920194711104331,-786432.0,1733865848725
14,1,0.25,0.25,0.5,0.25,0.25,0.6,-0.48225958208374725,-786432.0,1733865848725
46,1,0.5,0.75,0.75,0.75,0.5,0.6,-0.5469669165291278,-589824.0,1733865848725
12,1,0.5,0.0,0.75,0.5,0.75,0.8,-0.6421734307240917,-786432.0,1733865848725
7,1,0.25,0.75,0.25,1.0,0.25,0.6,-0.3678729621690387,-786432.0,1733865848725
18,1,0.5,0.0,1.0,0.5,0.5,0.4,-0.6174720007693024,-786432.0,1733865848725
44,1,0.25,1.0,0.0,0.75,0.75,0.6,-0.6527933721610006,-589824.0,1733865848725
19,1,0.0,1.0,0.5,0.75,0.75,0.8,-0.5124741432466906,-786432.0,1733865848725
36,1,0.5,0.75,0.25,0.5,0.5,0.4,-0.5503195554772504,-589824.0,1733865848725
9,1,0.25,0.25,0.75,0.0,0.5,0.8,-0.525373083631306,-786432.0,1733865848725
40,1,0.25,1.0,1.0,1.0,0.0,0.6,-0.6603295100352992,-589824.0,1733865848725
26,1,0.25,0.0,0.5,0.75,0.0,0.8,-0.6887442365773965,-589824.0,1733865848725
43,1,0.5,0.25,0.5,0.5,0.5,0.2,-0.56309606650837,-589824.0,1733865848725
18,1,1.0,0.75,0.25,0.25,1.0,0.2,-0.5594823755253369,-786432.0,1733865848725
46,1,1.0,0.25,0.5,0.0,0.75,0.0,-0.5312200393308516,-786432.0,1733865848725
5,1,0.5,1.0,0.75,0.5,0.5,0.2,-0.5084872623598671,-786432.0,1733865848725
19,1,1.0,1.0,0.75,1.0,1.0,0.4,-0.5787472921428165,-589824.0,1733865848725
6,1,1.0,0.75,0.5,0.75,0.25,0.4,-0.386446204601253,-786432.0,1733865848725
27,1,0.5,0.25,0.5,0.5,1.0,0.2,-0.5019054690193205,-589824.0,1733865848725
16,1,0.25,0.0,0.75,1.0,0.75,0.8,-0.511745648107298,-786432.0,1733865848725
16,1,0.25,0.5,0.0,0.75,0.5,0.2,-0.5002238476227419,-786432.0,1733865848725
5,1,1.0,0.5,0.75,0.25,1.0,0.8,-0.5084872623598671,-786432.0,1733865848725
34,1,0.0,0.0,0.0,0.75,0.25,0.4,-0.5221645159896557,-786432.0,1733865848725
20,1,1.0,1.0,0.75,0.25,0.0,0.2,-0.6217311882254069,-589824.0,1733865848725
38,1,1.0,0.0,0.75,1.0,0.75,0.2,-0.4997579596478928,-786432.0,1733865848725
35,1,0.25,0.0,0.25,0.5,0.75,0.2,-0.6605128205785293,-589824.0,1733865848725
38,1,1.0,0.0,0.0,1.0,0.5,0.8,-0.5193004016313136,-786432.0,1733865848725
16,1,0.0,0.25,0.25,1.0,0.5,0.2,-0.6048493477006922,-786432.0,1733865848725
35,1,0.0,1.0,0.0,0.25,0.75,0.0,-0.533259844768913,-786432.0,1733865848725
32,1,0.25,0.25,0.5,0.75,0.25,0.0,-0.6433470745069237,-589824.0,1733865848725
46,1,0.0,0.25,0.75,0.25,0.0,0.6,-0.5267668412252249,-786432.0,1733865848725
32,1,0.0,0.0,1.0,1.0,0.75,0.2,-0.5231184346266812,-786432.0,1733865848725
46,1,1.0,0.75,0.75,0.0,0.75,0.0,-0.5425959840015698,-786432.0,1733865848725
46,1,0.0,0.5,0.5,0.75,0.5,0.4,-0.5243208805901237,-786432.0,1733865848725
23,1,0.25,0.25,0.75,1.0,0.0,0.4,-0.5281127805871798,-786432.0,1733865848725
26,1,0.5,0.75,0.75,0.25,0.0,0.0,-0.6224368600597678,-589824.0,1733865848725
20,1,0.0,0.5,0.75,0.0,0.75,0.2,-0.5252187860501517,-786432.0,1733865848725
10,1,0.5,0.0,0.5,1.0,0.5,0.8,-0.47020698252665893,-786432.0,1733865848725
50,1,0.25,0.25,0.5,1.0,1.0,0.2,-0.5027207108366223,-589824.0,1733865848725
27,1,0.75,1.0,0.25,0.5,0.0,0.6,-0.5765133868058252,-589824.0,1733865848725
20,1,0.75,1.0,0.5,0.5,0.75,0.8,-0.5069036558782339,-589824.0,1733865848725
12,1,0.5,0.5,0.5,1.0,0.0,0.0,-0.6180248372821217,-786432.0,1733865848725
41,1,0.75,0.75,1.0,0.25,0.75,0.6,-0.5558435089412531,-786432.0,1733865848725
45,1,1.0,0.0,0.25,0.25,0.5,0.2,-0.534998485394876,-786432.0,1733865848725
38,1,0.0,0.0,0.25,0.5,0.0,0.6,-0.5233165859473862,-786432.0,1733865848725
