depth,features_per_partition,c1,c2,c3,c4,c5,c6,f1_score,num_flows,Timestamp
32,4,0.75,0.5,0.75,0.75,0.75,0.0,-0.6728779380270098,-294912.0,1733107308270
32,4,0.0,1.0,0.0,0.0,0.25,0.2,-0.7116503143425446,-294912.0,1733107308270
30,4,0.0,0.75,0.5,1.0,0.5,0.2,-0.6842486551380762,-294912.0,1733107308270
40,3,0.0,0.75,0.75,0.25,0.25,0.6,-0.6453288788247418,-393216.0,1733107308270
39,2,0.75,0.25,0.25,0.0,0.5,0.8,-0.6000100896842754,-491520.0,1733107308270
44,3,0.25,1.0,0.25,0.0,1.0,0.0,-0.7903111919997206,-393216.0,1733107308270
36,4,0.25,0.5,0.0,0.5,0.25,0.8,-0.768241458955813,-294912.0,1733107308270
39,4,1.0,0.25,0.75,0.25,0.75,0.2,-0.6741456287962169,-294912.0,1733107308270
13,4,0.75,0.5,0.5,0.5,0.0,0.2,-0.713865903285757,-294912.0,1733107308270
22,2,0.5,0.0,0.75,0.25,0.0,0.8,-0.7097101379828477,-491520.0,1733107308270
42,3,1.0,0.5,1.0,0.5,0.25,0.4,-0.6569105028751322,-393216.0,1733107308270
10,2,1.0,1.0,0.0,0.25,0.25,0.0,-0.8226803690585344,-491520.0,1733107308270
49,2,0.75,0.5,1.0,1.0,0.0,0.0,-0.6496921537187086,-491520.0,1733107308270
16,3,0.0,0.5,1.0,0.5,0.25,0.2,-0.6870596991905003,-393216.0,1733107308270
30,4,0.5,0.5,0.5,0.25,0.5,0.4,-0.7946395095234088,-294912.0,1733107308270
42,3,0.0,0.25,0.25,1.0,0.5,0.2,-0.6564522089088911,-393216.0,1733107308270
39,4,1.0,1.0,0.25,1.0,0.25,0.0,-0.6816127200836288,-294912.0,1733107308270
29,4,1.0,0.25,0.5,0.5,0.0,0.8,-0.6843015253121142,-294912.0,1733107308270
41,3,1.0,1.0,1.0,0.25,1.0,0.2,-0.6598199231222378,-393216.0,1733107308270
19,4,0.25,0.0,0.75,0.25,0.25,0.8,-0.6769869363461637,-294912.0,1733107308270
16,3,0.75,0.25,0.25,1.0,0.25,0.4,-0.6880855184720772,-393216.0,1733107308270
42,4,1.0,0.75,0.25,0.5,0.5,0.8,-0.6597374570473631,-294912.0,1733107308270
12,2,0.25,0.75,1.0,0.5,1.0,0.4,-0.7424726522625347,-491520.0,1733107308270
19,4,0.25,1.0,0.25,0.0,0.25,0.4,-0.6892996755517729,-294912.0,1733107308270
40,4,1.0,0.25,0.0,0.0,0.25,0.4,-0.7648732411384851,-294912.0,1733107308270
44,3,1.0,1.0,0.0,0.5,0.0,0.8,-0.7791420803177573,-393216.0,1733107308270
13,3,0.0,0.75,0.25,0.75,0.25,0.4,-0.7814654311197016,-393216.0,1733107308270
34,2,1.0,0.0,0.5,0.5,0.0,0.0,-0.6621547379754043,-491520.0,1733107308270
45,2,0.25,0.5,0.0,0.5,0.25,0.6,-0.6912524083512186,-491520.0,1733107308270
19,3,0.25,0.25,1.0,1.0,0.0,0.4,-0.6587842218459921,-393216.0,1733107308270
41,4,0.0,0.5,1.0,0.5,0.5,0.4,-0.6697935150121425,-294912.0,1733107308270
46,2,0.75,1.0,0.5,0.5,0.75,0.8,-0.6738505341255058,-491520.0,1733107308270
41,3,1.0,0.75,0.5,0.25,0.0,0.0,-0.7960845484929364,-393216.0,1733107308270
46,4,0.75,0.25,0.25,0.25,1.0,0.0,-0.6700207002885722,-294912.0,1733107308270
42,4,0.0,0.25,0.25,0.0,1.0,0.6,-0.721442642219438,-294912.0,1733107308270
12,2,1.0,0.0,0.5,0.0,0.0,0.2,-0.6613956533241627,-491520.0,1733107308270
22,2,0.25,0.0,0.25,0.75,0.25,0.8,-0.37071451493446245,-491520.0,1733107308270
36,2,1.0,0.5,1.0,0.5,0.25,0.4,-0.6542517804721001,-491520.0,1733107308270
18,3,0.5,0.75,0.25,0.5,0.0,0.0,-0.8996549177345692,-393216.0,1733107308270
25,3,0.0,0.75,0.75,0.75,0.75,0.2,-0.6620547806996482,-393216.0,1733107308270
14,2,0.75,1.0,0.25,0.0,0.5,0.4,-0.6155396686765574,-491520.0,1733107308270
44,3,1.0,0.5,1.0,0.5,1.0,0.6,-0.6597678040622137,-393216.0,1733107308270
37,2,0.25,1.0,0.25,0.5,1.0,0.8,-0.6250088678624106,-491520.0,1733107308270
25,4,0.0,0.25,0.5,0.0,1.0,0.2,-0.80036975120967,-294912.0,1733107308270
44,4,0.75,0.5,1.0,0.5,0.5,0.4,-0.6740558895741676,-294912.0,1733107308270
16,3,1.0,0.25,1.0,1.0,0.5,0.0,-0.6091353536968909,-393216.0,1733107308270
28,2,0.75,0.75,0.75,0.5,0.0,0.8,-0.6694411047444186,-491520.0,1733107308270
28,3,0.75,0.5,0.75,0.5,0.5,0.8,-0.7193920411020016,-393216.0,1733107308270
25,4,0.75,0.0,0.5,0.0,0.0,0.8,-0.8424281389397649,-294912.0,1733107308270
12,2,0.0,0.25,0.25,0.5,0.0,0.8,-0.9042664692213389,-491520.0,1733107308270
39,3,1.0,0.5,0.0,1.0,0.75,0.0,-0.7933269073180098,-393216.0,1733107308270
35,2,0.0,1.0,0.75,0.0,0.5,0.6,-0.5970859824491916,-491520.0,1733107308270
14,3,1.0,1.0,0.0,0.5,0.5,0.0,-0.8176467678844752,-393216.0,1733107308270
43,4,0.5,0.75,0.5,0.25,0.5,0.8,-0.7244229425312013,-294912.0,1733107308270
28,2,1.0,0.25,1.0,0.5,0.75,0.8,-0.6407289512475156,-491520.0,1733107308270
50,3,1.0,0.0,0.75,0.5,0.0,0.0,-0.7094883791931281,-393216.0,1733107308270
23,3,0.5,1.0,1.0,0.25,1.0,0.2,-0.7450533604722078,-393216.0,1733107308270
22,2,0.25,0.25,0.5,0.0,1.0,0.8,-0.551410488604853,-491520.0,1733107308270
18,3,0.25,1.0,0.5,0.75,1.0,0.0,-0.6602166867408946,-393216.0,1733107308270
13,3,0.25,0.25,0.0,0.5,0.75,0.6,-0.7737267268180067,-393216.0,1733107308270
48,3,1.0,0.25,0.75,0.5,1.0,0.4,-0.6570100683202214,-393216.0,1733107308270
41,2,0.5,1.0,0.25,0.5,0.25,0.8,-0.6589392195945432,-491520.0,1733107308270
43,3,0.0,0.75,0.5,0.0,0.5,0.0,-0.7066309699360621,-393216.0,1733107308270
17,4,0.0,0.5,0.0,0.25,0.5,0.2,-0.8336717003942716,-294912.0,1733107308270
18,3,0.0,0.0,0.25,0.5,0.25,0.6,-0.7933349771331328,-393216.0,1733107308270
40,4,0.5,0.25,0.0,0.0,0.75,0.6,-0.9372480788425801,-294912.0,1733107308270
23,3,0.25,0.75,0.75,0.75,0.0,0.2,-0.6318432694204519,-393216.0,1733107308270
46,4,1.0,0.5,0.75,0.75,1.0,0.2,-0.6597374570473631,-294912.0,1733107308270
46,4,0.75,0.25,1.0,0.5,0.75,0.6,-0.6740558895741676,-294912.0,1733107308270
34,2,0.0,0.0,0.0,0.0,0.75,0.2,-0.5375257990535848,-786432.0,1733107308270
11,4,0.75,0.75,0.75,0.75,0.5,0.8,-0.7164087809504127,-294912.0,1733107308270
20,4,0.5,0.25,0.5,0.5,0.5,0.6,-0.697355404767365,-294912.0,1733107308270
35,4,1.0,0.5,1.0,0.5,1.0,0.0,-0.6815854215124822,-294912.0,1733107308270
17,2,1.0,1.0,0.5,0.75,0.75,0.8,-0.6853039792072941,-491520.0,1733107308270
31,2,0.0,0.25,0.5,0.25,0.0,0.2,-0.6496921537187086,-491520.0,1733107308270
31,2,0.0,0.75,0.5,0.75,0.0,0.8,-0.5971999560544391,-491520.0,1733107308270
44,3,0.0,0.75,0.25,0.5,0.25,0.8,-0.6452713762940836,-393216.0,1733107308270
38,2,1.0,0.0,0.25,0.0,0.25,0.4,-0.6496638950450011,-491520.0,1733107308270
45,3,0.5,0.75,0.5,0.25,0.25,0.2,-0.7273323757984247,-393216.0,1733107308270
13,3,0.5,0.0,0.75,0.25,0.0,0.8,-0.887962868749052,-393216.0,1733107308270
47,4,0.75,1.0,0.0,0.5,0.75,0.2,-0.6673264363079212,-294912.0,1733107308270
13,4,0.75,0.25,0.75,0.75,0.25,0.8,-0.6592435241139243,-294912.0,1733107308270
33,2,0.25,1.0,0.0,0.5,0.25,0.6,-0.6912768014687541,-491520.0,1733107308270
50,4,0.75,0.0,1.0,0.5,0.25,0.8,-0.6816127200836288,-294912.0,1733107308270
42,4,1.0,0.25,0.25,0.75,0.0,0.4,-0.6843015253121142,-294912.0,1733107308270
33,3,1.0,0.5,0.5,0.5,0.0,0.4,-0.6564978150784115,-393216.0,1733107308270
48,3,0.75,0.75,0.75,0.75,0.5,0.2,-0.6598199231222378,-393216.0,1733107308270
24,4,0.75,0.75,0.25,0.0,0.0,0.2,-0.9403323726332463,-294912.0,1733107308270
10,4,0.25,0.5,0.25,0.25,0.75,0.2,-0.7442690053348994,-294912.0,1733107308270
50,3,0.0,0.25,0.0,1.0,0.5,0.6,-0.6487907207223577,-393216.0,1733107308270
41,3,0.25,1.0,0.25,0.25,1.0,0.6,-0.6067829785260183,-393216.0,1733107308270
17,2,1.0,0.75,0.5,1.0,0.75,0.4,-0.7631361229153101,-491520.0,1733107308270
