name,ttd,cdf
netbeacon,0.0,0.0
netbeacon,0.0,0.001001001001001001
netbeacon,0.0,0.002002002002002002
netbeacon,0.0,0.003003003003003003
netbeacon,0.0,0.004004004004004004
netbeacon,0.01,0.005005005005005005
netbeacon,0.01,0.006006006006006006
netbeacon,0.01,0.007007007007007007
netbeacon,0.01,0.008008008008008008
netbeacon,0.01,0.009009009009009009
netbeacon,0.01,0.01001001001001001
netbeacon,0.03,0.011011011011011011
netbeacon,0.03,0.012012012012012012
netbeacon,0.07,0.013013013013013013
netbeacon,0.07,0.014014014014014014
netbeacon,0.07,0.015015015015015015
netbeacon,0.07,0.016016016016016016
netbeacon,0.08,0.017017017017017015
netbeacon,0.08,0.018018018018018018
netbeacon,0.08,0.01901901901901902
netbeacon,0.08,0.02002002002002002
netbeacon,0.08,0.02102102102102102
netbeacon,0.09,0.022022022022022022
netbeacon,0.09,0.023023023023023025
netbeacon,0.09,0.024024024024024024
netbeacon,0.09,0.025025025025025023
netbeacon,0.1,0.026026026026026026
netbeacon,0.1,0.02702702702702703
netbeacon,0.1,0.028028028028028028
netbeacon,0.1,0.029029029029029027
netbeacon,0.11,0.03003003003003003
netbeacon,0.12,0.031031031031031032
netbeacon,0.12,0.03203203203203203
netbeacon,0.12,0.03303303303303303
netbeacon,0.14,0.03403403403403403
netbeacon,0.15,0.035035035035035036
netbeacon,0.15,0.036036036036036036
netbeacon,0.15,0.037037037037037035
netbeacon,0.15,0.03803803803803804
netbeacon,0.15,0.03903903903903904
netbeacon,0.15,0.04004004004004004
netbeacon,0.15,0.04104104104104104
netbeacon,0.15,0.04204204204204204
netbeacon,0.15,0.043043043043043044
netbeacon,0.15,0.044044044044044044
netbeacon,0.15,0.04504504504504504
netbeacon,0.15,0.04604604604604605
netbeacon,0.15,0.04704704704704705
netbeacon,0.16,0.04804804804804805
netbeacon,0.16,0.04904904904904905
netbeacon,0.16,0.050050050050050046
netbeacon,0.16,0.05105105105105105
netbeacon,0.16,0.05205205205205205
netbeacon,0.16,0.05305305305305305
netbeacon,0.16,0.05405405405405406
netbeacon,0.16,0.055055055055055056
netbeacon,0.16,0.056056056056056056
netbeacon,0.17,0.057057057057057055
netbeacon,0.17,0.058058058058058054
netbeacon,0.17,0.05905905905905906
netbeacon,0.17,0.06006006006006006
netbeacon,0.17,0.06106106106106106
netbeacon,0.17,0.062062062062062065
netbeacon,0.18,0.06306306306306306
netbeacon,0.18,0.06406406406406406
netbeacon,0.18,0.06506506506506507
netbeacon,0.18,0.06606606606606606
netbeacon,0.18,0.06706706706706707
netbeacon,0.19,0.06806806806806806
netbeacon,0.19,0.06906906906906907
netbeacon,0.19,0.07007007007007007
netbeacon,0.2,0.07107107107107107
netbeacon,0.2,0.07207207207207207
netbeacon,0.2,0.07307307307307308
netbeacon,0.2,0.07407407407407407
netbeacon,0.21,0.07507507507507508
netbeacon,0.21,0.07607607607607608
netbeacon,0.22,0.07707707707707707
netbeacon,0.22,0.07807807807807808
netbeacon,0.22,0.07907907907907907
netbeacon,0.23,0.08008008008008008
netbeacon,0.23,0.08108108108108109
